date,ObserveValue,AnalogValue
286,0.250467,0.210473
287,0.237168,0.207068
288,0.229632,0.203779
289,0.230075,0.208720
290,0.231183,0.222762
291,0.231183,0.205701
292,0.231183,0.198239
293,0.231183,0.195227
294,0.231183,0.196167
295,0.238054,0.239609
296,0.241822,0.311474
297,0.247807,0.257017
298,0.412716,0.268010
299,0.410500,0.237101
300,0.326715,0.224201
301,0.290143,0.220403
302,0.270416,0.216853
303,0.268864,0.213401
304,0.265318,0.210058
305,0.263988,0.206816
306,0.257338,0.203673
307,0.253348,0.200612
308,0.252905,0.197632
309,0.251575,0.194736
310,0.249580,0.191918
311,0.246256,0.189188
312,0.244704,0.186538
313,0.241822,0.183952
314,0.240049,0.181431
315,0.238719,0.178973
316,0.238719,0.176576
317,0.229853,0.174243
318,0.226750,0.171966
319,0.224534,0.169745
320,0.218771,0.167585
321,0.212343,0.165472
322,0.210570,0.163406
323,0.210126,0.161390
324,0.210126,0.159418
325,0.209240,0.157489
326,0.209018,0.155605
327,0.209018,0.153767
328,0.208796,0.151976
329,0.208575,0.150226
330,0.208353,0.149206
331,0.208353,0.152135
332,0.208131,0.155931
333,0.202812,0.148127
334,0.199709,0.144704
335,0.195054,0.143116
336,0.193946,0.149727
337,0.207910,0.165770
338,0.232513,0.199707
339,0.490295,0.440015
340,0.867103,0.698448
341,0.618631,0.539492
342,0.435546,0.382606
343,0.369716,0.351820
344,0.344669,0.375355
345,0.340901,0.427311
346,0.372597,0.520074
347,0.440201,0.871891
348,0.435546,0.853118
349,0.399195,0.659103
350,0.381020,0.609282
351,0.358411,0.634213
352,0.394984,0.721929
353,0.574079,0.847788
354,0.762705,1.156827
355,1.187390,1.609956
356,0.951996,1.229304
357,0.790190,1.067209
358,0.713498,1.006259
359,0.684018,0.985207
360,0.696653,1.073154
361,0.688008,1.276302
362,0.720148,1.405387
363,0.718153,1.183218
364,0.706405,1.074668
365,0.683797,1.015004
366,0.674487,0.962187
367,0.650992,0.914960
368,0.616858,0.872386
369,0.578290,0.833842
370,0.550362,0.798528
371,0.527310,0.766136
372,0.509800,0.736577
373,0.502042,0.774598
374,0.507583,0.874520
375,0.501377,0.775490
376,0.507805,0.984416
377,0.629935,1.562339
378,0.627276,1.376973
379,0.634590,1.197123
380,0.673158,1.218768
381,0.815901,1.647787
382,1.012285,2.487789
383,0.939140,1.940878
384,0.865773,1.655442
385,0.814572,1.523395
386,0.780215,1.413426
387,0.751622,1.319355
388,0.727462,1.262975
389,0.712612,1.331267
390,0.716380,1.414058
391,0.702416,1.253427
392,0.681359,1.159002
393,0.653874,1.097951
394,0.626832,1.042930
395,0.611982,0.992975
396,0.591590,0.947641
397,0.584275,0.906269
398,0.589816,0.871084
399,0.621956,1.058364
400,0.812577,1.549928
401,0.869763,1.460903
402,0.867325,1.233473
403,0.852031,1.136443
404,0.819891,1.074068
405,0.801272,1.017909
406,0.776004,0.966874
407,0.753396,0.920529
408,0.748076,0.891438
409,1.122890,1.117337
410,1.170102,1.541933
411,1.048858,1.239735
412,0.983249,1.097286
413,0.923403,1.036768
414,0.905006,1.129545
415,0.954434,1.356081
416,0.868433,1.156228
417,0.818561,1.049569
418,0.785535,0.992655
419,0.757385,0.941749
420,0.731452,0.896107
421,0.711060,0.854090
422,0.686678,0.815326
423,0.668946,0.779507
424,0.649441,0.746182
425,0.635033,0.715361
426,0.616858,0.686885
427,0.601564,0.660412
428,0.591146,0.635661
429,0.580507,0.612563
430,0.562331,0.590909
431,0.545929,0.570632
432,0.539058,0.551545
433,0.519109,0.533498
434,0.509578,0.516317
435,0.499604,0.500063
436,0.490738,0.484863
437,0.474114,0.470546
438,0.471454,0.457107
439,0.460593,0.444148
440,0.433995,0.431564
441,0.425350,0.419635
442,0.425350,0.408404
443,0.422247,0.397866
444,0.453057,0.419083
445,0.442196,0.472438
446,0.414046,0.418685
447,0.392768,0.394351
448,0.431557,0.386762
449,0.377917,0.382182
450,0.364839,0.369348
451,0.350654,0.359186
452,0.352427,0.350506
453,0.363066,0.342122
454,0.337133,0.334055
455,0.328045,0.326260
456,0.317406,0.318773
457,0.314303,0.311613
458,0.313416,0.304692
459,0.307210,0.298034
460,0.300782,0.291660
461,0.304772,0.285529
462,0.304328,0.304792
463,0.436211,0.351223
464,0.372819,0.356988
465,0.371932,0.467404
466,0.378139,0.428863
467,0.324277,0.362664
468,0.302998,0.343525
469,0.287704,0.335179
470,0.273740,0.327119
471,0.264653,0.319358
472,0.253570,0.311929
473,0.312308,0.329266
474,0.294132,0.372552
475,0.254457,0.328469
476,0.246699,0.309522
477,0.237168,0.302486
478,0.234065,0.295731
479,0.230962,0.289274
480,0.235395,0.322318
481,0.273297,0.397778
482,0.262658,0.330581
483,0.235838,0.304507
484,0.222095,0.297646
485,0.207688,0.291023
486,0.201482,0.285772
487,0.422247,0.363892
488,0.459928,0.542152
489,0.353757,0.433855
490,0.276622,0.366394
491,0.250467,0.351213
492,0.232070,0.342198
493,0.221874,0.333554
494,0.211456,0.325282
495,0.204807,0.317386
496,0.203477,0.309846
497,0.204363,0.302630
498,0.199930,0.295692
499,0.193281,0.289033
500,0.187074,0.282661
501,0.181311,0.276532
502,0.176657,0.270638
503,0.170894,0.264962
504,0.162028,0.259499
505,0.159590,0.254240
506,0.156486,0.249167
507,0.150945,0.244277
508,0.143187,0.239566
509,0.139862,0.235032
510,0.139641,0.230661
511,0.137203,0.226439
512,0.134543,0.222360
513,0.129223,0.218417
514,0.122574,0.214605
515,0.119027,0.210923
516,0.115924,0.207364
517,0.110826,0.203920
518,0.111491,0.200587
519,0.118141,0.197361
520,0.122795,0.194235
521,0.120357,0.191201
522,0.113043,0.188258
523,0.106615,0.185401
524,0.101517,0.182629
525,0.101073,0.179936
526,0.097084,0.177319
527,0.091321,0.174776
528,0.089104,0.172305
529,0.088218,0.169902
530,0.088439,0.167564
531,0.087331,0.165288
532,0.087331,0.163074
533,0.085779,0.160916
534,0.084006,0.158815
535,0.084006,0.156767
536,0.121687,0.180006
537,0.320509,0.232302
538,0.175548,0.184072
539,0.133656,0.167403
540,0.121022,0.165139
541,0.113708,0.162933
542,0.107280,0.160783
543,0.100187,0.158687
544,0.091764,0.156643
545,0.085558,0.154651
546,0.080460,0.152708
547,0.076470,0.150814
548,0.073810,0.148967
549,0.072480,0.147163
550,0.071372,0.145403
551,0.077800,0.143935
552,0.097749,0.142792
553,0.092207,0.140683
554,0.135208,0.149410
555,0.238941,0.174202
556,0.161584,0.161088
557,0.131440,0.151129
558,0.156265,0.163256
559,0.654539,0.194615
560,0.467686,0.288284
561,0.689781,0.318023
562,0.495171,0.222591
563,0.325607,0.196029
564,0.265318,0.193047
565,0.237389,0.190148
566,0.221430,0.187333
567,0.204807,0.184590
568,0.197270,0.181916
569,0.212343,0.179303
570,0.183085,0.176749
571,0.169342,0.174259
572,0.161806,0.171839
573,0.166682,0.178998
574,0.333586,0.301569
575,0.631487,0.545892
576,0.916532,0.478089
577,0.651879,0.470028
578,0.473449,0.366802
579,0.397201,0.333702
580,0.351984,0.325740
581,0.318292,0.318096
582,0.297679,0.329981
583,0.294576,0.381427
584,0.277952,0.384238
585,0.260441,0.339054
586,0.248694,0.322324
587,0.239163,0.314810
588,0.231848,0.307607
589,0.222539,0.300728
590,0.224312,0.294169
591,0.229853,0.287847
592,0.209461,0.281717
593,0.201482,0.275797
594,0.195054,0.270092
595,0.192616,0.264636
596,0.202147,0.259403
597,0.208131,0.254381
598,0.204142,0.249504
599,0.195940,0.244781
600,0.177543,0.240206
601,0.215003,0.245700
602,0.415598,0.262099
603,0.347772,0.241549
604,0.296127,0.232184
605,0.283271,0.228062
606,0.271081,0.224065
607,0.262879,0.220196
608,0.252462,0.216460
609,0.244926,0.212833
610,0.239606,0.209319
611,0.260441,0.205924
612,1.470440,0.477316
613,2.898988,1.112853
614,1.205344,0.660458
615,0.829644,0.503372
616,0.685127,0.486430
617,0.594471,0.470440
618,0.560558,0.455401
619,0.525316,0.441358
620,0.488965,0.428189
621,0.463031,0.415704
622,0.440423,0.403865
623,0.422026,0.392626
624,0.399860,0.381946
625,0.376587,0.371768
626,0.370159,0.362058
627,0.359963,0.352801
628,0.349102,0.343975
629,0.333365,0.360266
630,0.412495,0.417485
631,0.432000,0.402995
632,0.385010,0.377361
633,0.578290,0.447255
634,0.834077,0.547090
635,0.871315,0.586462
636,1.681010,0.690248
637,1.134637,0.552161
638,0.905449,0.499551
639,0.781324,0.545489
640,1.370475,0.837927
641,3.428515,1.212489
642,2.134510,1.117610
643,1.524523,0.904983
644,1.207117,0.829094
645,1.046198,0.821264
646,1.021151,1.029781
647,2.322693,1.766325
648,2.883473,2.399412
649,1.935688,1.803431
650,1.519869,1.531496
651,1.237041,1.406431
652,1.072575,1.300482
653,0.937810,1.330810
654,0.947563,1.468071
655,0.825876,1.277413
656,0.773344,1.162959
657,0.736550,1.091308
658,0.820113,1.074889
659,0.882397,1.102905
660,0.793958,1.042192
661,0.923624,1.044578
662,0.865995,0.959837
663,0.833855,0.902198
664,0.793958,0.860178
665,0.760488,0.822086
666,0.740983,0.787568
667,0.708622,0.757368
668,0.689116,0.742393
669,0.670498,0.749245
670,0.643678,0.734918
671,0.621513,0.692485
672,0.607105,0.664827
673,0.588708,0.643381
674,0.576960,0.623379
675,0.567208,0.604575
676,0.770019,0.840374
677,1.659953,1.447312
678,1.428326,1.330011
679,1.267629,1.256220
680,1.444507,1.330904
681,1.400841,1.196613
682,1.374022,1.170575
683,1.303979,1.250839
684,1.245907,1.194238
685,1.251005,1.260656
686,1.211994,1.157768
687,1.122890,1.068282
688,1.057281,1.012874
689,1.212659,1.247261
690,1.835723,1.798869
691,1.850574,1.538823
692,1.774325,1.331999
693,1.682340,1.241059
694,1.566637,1.171571
695,1.463791,1.244646
696,1.787624,1.699573
697,1.832620,1.998667
698,1.800259,1.979923
699,2.460339,2.538939
700,2.602418,2.364056
701,2.509545,2.126964
702,2.322028,1.878992
703,2.140495,1.712890
704,1.978689,1.709201
705,2.288337,2.372551
706,3.018902,3.195120
707,2.869065,2.509952
708,2.624140,2.143406
709,2.375668,1.946650
710,2.130964,1.785757
711,1.951204,1.652135
712,1.793387,1.539212
713,1.656628,1.442151
714,1.520977,1.357999
715,1.439409,1.284421
716,1.340995,1.273091
717,1.274500,1.310854
718,1.201798,1.206738
719,1.140400,1.137918
720,1.082327,1.110656
721,1.568189,2.042385
722,2.276811,4.190237
723,2.127860,3.233905
724,1.962065,2.721649
725,1.894904,2.635885
726,1.794496,2.299351
727,1.735979,2.061796
728,1.658180,1.888154
729,1.583926,1.743974
730,1.508121,1.676169
731,1.974699,2.316449
732,2.113010,3.427174
733,2.041194,2.670626
734,1.953420,2.262885
735,1.864759,2.053103
736,2.019473,2.303382
737,2.309615,2.901835
738,2.099711,2.387398
739,2.001740,2.087656
740,1.911085,2.112115
741,1.878502,2.327711
742,1.775212,2.074792
743,2.148917,2.473004
744,2.611062,4.378117
745,3.356921,5.189477
746,3.113547,3.880553
747,2.849116,3.187945
748,2.609732,2.790215
749,2.391848,2.489832
750,2.274594,2.609880
751,2.095056,3.012548
752,1.946327,2.631609
753,1.892244,2.609700
754,1.810898,2.530194
755,1.746397,2.234197
756,1.677685,2.035753
757,1.600107,1.887966
758,1.529621,1.762313
759,1.455590,1.654801
760,1.402836,1.601103
761,1.395743,1.587176
762,1.345650,1.667552
763,1.626483,2.583869
764,2.142711,3.717154
765,2.295651,3.102549
766,2.249104,2.584551
767,2.154459,2.311730
768,3.140811,3.256234
769,5.625531,6.270133
770,5.953576,6.702870
771,6.957882,6.007303
772,7.044991,6.032126
773,6.479778,5.632921
774,5.642155,4.354777
775,4.794557,3.602868
776,4.118962,3.566895
777,3.849433,4.001827
778,3.661693,3.561020
779,4.157529,3.482797
780,5.014436,4.293075
781,5.232985,5.123928
782,4.779707,4.545970
783,4.240649,3.667702
784,3.772298,3.151652
785,3.328107,2.797823
786,3.013139,2.525996
787,2.715239,2.310708
788,2.457457,2.132652
789,2.240903,1.983495
790,2.086633,1.856633
791,1.966276,1.748246
792,1.815331,1.654122
793,1.751717,1.573297
794,1.635571,1.500006
795,1.507456,1.430359
796,1.422120,1.364772
797,1.348532,1.367568
798,1.354738,1.426474
799,1.267407,1.316945
800,1.276938,1.281968
801,1.209334,1.297327
802,1.140179,1.215813
803,1.085874,1.155815
804,1.036445,1.108729
805,1.226180,1.761642
806,2.678666,3.547763
807,2.146258,3.287082
808,2.082865,2.869238
809,2.057153,2.978291
810,1.943003,2.516600
811,1.839048,2.212306
812,1.744624,2.007417
813,1.641334,1.838778
814,1.577720,1.825375
815,1.651308,1.922959
816,2.265285,2.811569
817,4.377408,4.996697
818,4.100564,3.804025
819,3.568378,3.030506
820,3.110223,2.637596
821,2.763559,2.344708
822,2.492478,2.111714
823,2.273708,2.113239
824,2.383647,2.277106
825,2.159113,2.021318
826,2.038313,1.898429
827,1.895569,1.728610
828,1.953420,1.694917
829,1.957410,1.757032
830,1.830625,1.577209
831,1.782526,1.602090
832,2.200119,2.138993
833,2.518190,2.585798
834,2.313827,2.103080
835,2.164655,1.843912
836,2.017256,1.694473
837,1.927265,1.625008
838,1.829073,1.614691
839,1.752382,1.541658
840,1.722680,1.575600
841,1.632911,1.479594
842,1.523637,1.417259
843,1.413032,1.309918
844,1.340109,1.227247
845,1.269402,1.158868
846,1.207339,1.096810
847,1.148158,1.040694
848,1.183622,0.991003
849,1.104936,0.945864
850,1.044646,0.903380
851,0.985687,0.863312
852,0.955099,0.826155
853,0.922738,0.792114
854,0.918083,0.760871
855,0.930052,0.744018
856,1.267629,0.921464
857,1.133529,1.242788
858,0.927393,1.003114
859,0.856685,0.894510
860,0.861783,0.854088
861,0.845160,0.820022
862,0.795731,0.781651
863,0.761375,0.746925
864,0.732117,0.715205
865,0.705075,0.685583
866,0.682467,0.657828
867,0.650549,0.631809
868,0.637915,0.607464
869,0.614863,0.584489
870,0.631265,0.562891
871,0.600234,0.542633
872,0.708179,0.659269
873,1.395743,0.921129
874,1.889584,0.739175
875,1.157024,0.652984
876,0.974383,0.624576
877,0.877964,0.599694
878,0.810360,0.576487
879,0.971280,0.683776
880,0.994110,0.922438
881,0.832525,0.740699
882,0.777999,0.661494
883,0.723916,0.633250
884,0.695544,0.607065
885,0.683575,0.582924
886,0.658528,0.560274
887,0.622178,0.539170
888,0.736107,0.569718
889,0.671384,0.649748
890,0.601342,0.567482
891,0.582723,0.527491
892,0.586935,0.601300
893,2.613500,1.181899
894,2.110128,1.935478
895,1.619612,1.371096
896,1.405718,1.138824
897,1.252778,1.060151
898,1.151261,1.018657
899,3.597857,1.499438
900,3.991512,2.416004
901,3.012252,1.812490
902,2.492035,1.515963
903,2.181279,1.384780
904,1.927930,1.273323
905,1.705835,1.201760
906,1.839934,1.235782
907,1.535828,1.271306
908,1.364491,1.120710
909,1.264747,1.027413
910,1.199581,0.963359
911,1.145277,0.906649
912,1.064374,0.855811
913,1.017605,0.809794
914,0.963743,0.767987
915,0.913428,0.729814
916,0.856685,0.694839
917,0.822108,0.662739
918,0.774453,0.633227
919,0.758715,0.605980
920,0.731009,0.580802
921,0.746746,0.677043
922,1.032899,0.893673
923,0.775561,0.721724
924,0.711060,0.645632
925,0.675596,0.617298
926,0.656977,0.591161
927,0.637915,0.566984
928,0.616415,0.544580
929,0.584497,0.523745
930,0.564991,0.504320
931,0.545043,0.486188
932,0.531522,0.469234
933,0.527310,0.453378
934,0.514233,0.438474
935,0.499826,0.424444
936,0.489186,0.411264
937,0.484310,0.402955
938,0.499604,0.437799
939,0.884392,0.609829
940,0.718818,0.771251
941,0.538836,0.588032
942,0.498052,0.520810
943,0.469016,0.501751
944,0.453722,0.483911
945,0.445521,0.467225
946,0.435103,0.451556
947,0.420696,0.436830
948,0.416263,0.422984
949,0.429340,0.409934
950,0.435546,0.397632
951,0.399195,0.385973
952,0.384788,0.374929
953,0.371711,0.364459
954,0.391216,0.354546
955,0.434438,0.346148
956,0.401855,0.339253
957,0.425350,0.329276
958,0.417149,0.320653
959,0.405402,0.312875
960,0.386561,0.305446
961,0.358411,0.298321
962,0.342453,0.291505
963,0.326937,0.284975
964,0.324720,0.278716
965,0.321839,0.272715
966,0.318514,0.266959
967,0.313416,0.261429
968,0.315189,0.256126
969,0.343117,0.251035
970,0.325607,0.246122
971,0.329375,0.241388
972,0.315633,0.236834
973,0.309205,0.232441
974,0.298122,0.228199
975,0.285710,0.224103
976,0.319844,0.220819
977,0.326937,0.218398
978,0.363731,0.213573
979,0.347994,0.222050
980,0.525316,0.253848
981,0.424464,0.248427
982,0.356417,0.222680
983,0.328710,0.214136
984,0.317849,0.210547
985,0.363509,0.229145
986,0.492511,0.287296
987,0.476330,0.281754
988,0.594028,0.288385
989,0.657420,0.494598
990,2.192361,0.804638
991,1.687438,0.693670
992,1.249896,0.527903
993,1.005414,0.478343
994,0.860232,0.461513
995,0.769355,0.447211
996,0.719704,0.433739
997,0.673379,0.422012
998,0.651879,0.422488
999,0.656312,0.439329
1000,0.631044,0.430130
1001,0.594471,0.403086
1002,0.576296,0.391102
1003,0.595579,0.399634
1004,0.673379,0.415135
1005,0.600456,0.384731
1006,0.576517,0.374910
1007,0.648332,0.473827
1008,0.722586,0.773889
1009,1.178303,1.017478
1010,2.513313,1.111607
1011,1.913301,0.855186
1012,1.606091,0.762151
1013,1.411037,0.727690
1014,1.263860,0.703649
1015,1.198695,0.688816
1016,1.097843,0.653772
1017,1.003198,0.625980
1018,0.938918,0.607907
1019,1.019378,0.740381
1020,1.028688,1.002750
1021,0.996326,0.803674
1022,0.997656,0.915926
1023,1.641777,1.445217
1024,3.185584,1.882124
1025,3.646178,2.314618
1026,3.127290,1.799526
1027,2.610840,1.552089
1028,2.282795,1.427604
1029,2.018364,1.322089
1030,1.821759,1.231904
1031,1.643551,1.154062
1032,1.571070,1.241279
1033,1.536493,1.470269
1034,1.424115,1.271838
1035,1.332573,1.168513
1036,1.268737,1.094736
1037,1.230169,1.034297
1038,1.182514,0.982651
1039,1.129539,0.936411
1040,1.087204,0.894537
1041,1.038662,0.856376
1042,0.998764,0.821485
1043,0.958202,0.789595
1044,0.964187,0.760372
1045,0.948893,0.733520
1046,0.916753,0.785175
1047,0.885500,0.967886
1048,0.871315,0.986597
1049,0.907001,0.905226
1050,0.920521,0.838709
1051,0.904784,0.799067
1052,0.863778,0.769638
1053,0.842721,0.743327
1054,0.840727,0.719106
1055,0.827206,0.696720
1056,0.801716,0.675804
1057,0.783097,0.656129
1058,0.764035,0.637812
1059,0.769576,0.694532
1060,0.792850,0.823381
1061,0.745859,0.756362
1062,0.746968,0.780896
1063,0.723694,0.718284
1064,0.702637,0.684265
1065,0.702859,0.664774
1066,0.695544,0.646365
1067,0.690225,0.629175
1068,0.739875,0.947107
1069,1.880718,2.106926
1070,1.951204,2.740706
1071,2.010606,2.466084
1072,1.955637,2.399840
1073,1.855228,2.270594
1074,1.773882,1.966856
1075,1.695195,1.824068
1076,1.652195,1.940885
1077,1.598555,2.535479
1078,1.759031,3.285894
1079,1.844811,3.032380
1080,1.785851,2.494335
1081,1.674803,2.198578
1082,1.570627,1.995925
1083,1.496152,1.834922
1084,1.471770,1.821892
1085,1.763686,2.461107
1086,2.681326,3.735442
1087,6.360308,6.542132
1088,16.674890,12.789803
1089,17.756995,13.231481
1090,15.189599,13.400216
1091,13.780113,12.007660
1092,12.805952,9.031798
1093,10.109332,6.525201
1094,7.760928,5.047751
1095,6.362081,4.749500
1096,6.208919,5.313017
1097,5.901266,4.824576
1098,5.214145,3.941115
1099,4.719417,3.410492
1100,4.316897,3.304036
1101,4.032074,3.448485
1102,3.654379,3.059165
1103,3.338968,3.320286
1104,3.754565,4.652959
1105,3.821948,4.814101
1106,3.579239,3.854367
1107,3.349164,3.315545
1108,3.139924,3.069299
1109,3.139702,3.446171
1110,2.921375,3.972558
1111,2.788384,3.605311
1112,2.874385,3.654776
1113,3.019345,3.148150
1114,3.081851,2.880501
1115,2.588454,3.612723
1116,2.466767,5.139169
1117,2.532597,4.520080
1118,2.591778,3.686684
1119,2.724548,3.373979
1120,2.792374,3.417360
1121,2.614830,3.257566
1122,2.516638,2.873073
1123,2.408029,2.611232
1124,2.307177,2.414816
1125,2.218073,2.251018
1126,2.140938,2.114299
1127,2.053385,1.999532
1128,1.991766,1.993015
1129,2.103257,3.335644
1130,3.502547,5.882058
1131,3.348499,4.799411
1132,3.338303,4.348631
1133,3.237894,3.819749
1134,3.076310,3.279854
1135,2.882808,2.916375
1136,3.072985,2.648558
1137,4.215380,3.099650
1138,4.263479,4.218740
1139,4.015672,3.671869
1140,3.718879,3.147363
1141,3.363128,2.797842
1142,3.081851,2.545254
1143,2.877045,2.392687
1144,2.926916,2.682162
1145,3.586996,4.076467
1146,5.232542,5.940432
1147,5.088468,5.911009
1148,4.478925,4.655535
1149,4.109652,3.819782
1150,3.794684,3.308268
1151,3.640636,3.351769
